movieid,title,studio,runtime,rating,reldate
5283,Revenge of the Electric Car,Area23a,90,PG-13,2011-10-21
5284,The Mighty Macs,Ocean Avenue Entertainment,102,G,2011-10-21
5285,The Reunion,Samuel Goldwyn Films,95,PG-13,2011-10-21
5286,The Three Musketeers,Lionsgate,110,PG-13,2011-10-21
5287,RA. One,Eros International,156,Not Rated,2011-10-26
5288,13,Anchor Bay Films,97,R,2011-10-28
5289,All's Faire in Love,Hannover House,104,PG-13,2011-10-28
5290,Anonymous,Sony Pictures,130,PG-13,2011-10-28
5291,In Time,20th Century Fox,109,PG-13,2011-10-28
5292,Janie Jones,Tribeca Film,114,Not Rated,2011-10-28
5293,Like Crazy,Paramount Pictures,90,PG-13,2011-10-28
5294,My Reincarnation,Long Shot Factory,100,Not Rated,2011-10-28
5295,Puss in Boots,Paramount Pictures,90,PG,2011-10-28
5296,The Double,Image Entertainment,98,PG-13,2011-10-28
5297,The Rum Diary,FilmDistrict,110,R,2011-10-28
5298,The Other F Word,Oscilloscope Pictures,98,Not Rated,2011-11-02
5299,5 Star Day,Breaking Glass Pictures,97,Not Rated,2011-11-04
5300,A Very Harold & Kumar Christmas,Warner Bros.,90,R,2011-11-04
5301,Dragonslayer,Drag City,108,Not Rated,2011-11-04
5302,Killing Bono,ARC Entertainment (II),114,R,2011-11-04
5303,Pianomania,First Run Features,93,Not Rated,2011-11-04
5304,The Last Rites of Joe May,Tribeca Film,107,R,2011-11-04
5305,The Look,Kino Lorber Films,90,Not Rated,2011-11-04
5306,The Son of No One,Anchor Bay Entertainment,95,R,2011-11-04
5307,Tower Heist,Universal Pictures,104,PG-13,2011-11-04
5308,Young Goethe in Love,Music Box Films,102,Not Rated,2011-11-04
5309,Under Fire: Journalists in Combat,MercuryMedia International,90,Not Rated,2011-11-05
5310,J. Edgar,Warner Bros.,137,R,2011-11-09
5311,Dog Sweat,Indiepix,90,Not Rated,2011-11-11
5312,Elite Squad: The Enemy Within,New Video,115,Not Rated,2011-11-11
5313,Immortals,Relativity Media,110,R,2011-11-11
5314,Into the Abyss,IFC Films,107,PG-13,2011-11-11
5315,Jack and Jill,Sony Pictures,96,Not Rated,2011-11-11
5316,London Boulevard,IFC Films,103,R,2011-11-11
5317,Melancholia,Magnolia Films,137,R,2011-11-11
5318,The Conquest,Music Box Films,105,Not Rated,2011-11-11
5319,The Greening of Whitney Brown,Arc Entertainment,87,PG,2011-11-11
5320,The Love We Make,Showtime Networks,94,Not Rated,2011-11-11
5321,The Descendants,20th Century Fox,115,R,2011-11-16
5322,Tomboy,Rocket Releasing,82,Not Rated,2011-11-16
5323,Another Happy Day,Phase 4 Films,119,R,2011-11-18
5324,Dzi Croquettes,TRIA Productions,110,Not Rated,2011-11-18
5325,Eames: The Architect & The Painter,First Run Features,83,Not Rated,2011-11-18
5326,Garbo: The Spy,First Run Features,88,Not Rated,2011-11-18
5327,Happy Feet Two,Warner Bros.,117,PG,2011-11-18
5328,In Heaven Underground: The Weissensee Jewish Cemetery,Seventh Art Releasing,90,Not Rated,2011-11-18
5329,Rid of Me,Phase 4 Films,90,Not Rated,2011-11-18
5330,The Heir Apparent: Largo Winch,Music Box Films,108,Not Rated,2011-11-18
5331,The Lie,Screen Media Films,80,R,2011-11-18
5332,The Twilight Saga: Breaking Dawn - Part 1,Lionsgate,117,PG-13,2011-11-18
5333,Tyrannosaur,Strand Releasing,91,Not Rated,2011-11-18
5334,A Dangerous Method,Sony Pictures,99,R,2011-11-23
5335,Arthur Christmas,Sony Pictures,100,PG,2011-11-23
5336,Hugo,Paramount Pictures,127,PG,2011-11-23
5337,My Week with Marilyn,The Weinstein Company,99,R,2011-11-23
5338,The Artist,The Weinstein Company,100,,2011-11-23
5339,The Muppets,Walt Disney,98,PG,2011-11-23
5340,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,Crazy Wisdom Films,86,Not Rated,2011-11-25
5341,House of Pleasures,Sundance Selects,122,Not Rated,2011-11-25
5342,Romantics Anonymous,Tribeca Film,80,Not Rated,2011-11-25
5343,Khodorkovsky,LaLa Films!,111,Not Rated,2011-11-30
5344,A Warrior's Heart,Camelot Entertainment,86,PG,2011-12-02
5345,Answers to Nothing,Roadside Attractions,123,R,2011-12-02
5346,Coriolanus,The Weinstein Company,122,R,2011-12-02
5347,Knuckle,ARC Entertainment (II),97,R,2011-12-02
5348,Outrage,Magnolia Films,109,R,2011-12-02
5349,Shame,20th Century Fox,101,NC-17,2011-12-02
5350,Sleeping Beauty,Sundance Selects,104,Not Rated,2011-12-02
5351,The Big Fix,Green Planet Productions,89,Not Rated,2011-12-02
5352,The Yellow Sea,20th Century Fox,136,R,2011-12-02
5353,I Melt with You,Magnolia Pictures,129,R,2011-12-09
5354,London River,Cinema Libre Studio,87,Not Rated,2011-12-09
5355,New Year's Eve,Warner Bros.,118,PG-13,2011-12-09
5356,The Sitter,20th Century Fox,81,R,2011-12-09
5357,The Wages of Fear (1953),Janus Films,147,Not Rated,2011-12-09
5358,Tinker Tailor Soldier Spy,Universal Pictures,127,R,2011-12-09
5359,W.E.,The Weinstein Company,115,Not Rated,2011-12-09
5360,We Need to Talk About Kevin,Oscilloscope Laboratories,110,R,2011-12-09
5361,Young Adult,Paramount Pictures,94,R,2011-12-09
5362,Addiction Incorporated,Variance Films,102,Not Rated,2011-12-14
5363,Alvin and the Chipmunks: Chipwrecked,20th Century Fox,87,G,2011-12-16
5364,Carnage,Sony Pictures,79,R,2011-12-16
5365,Cook County,Hannover House,93,Not Rated,2011-12-16
5366,Mission: Impossible - Ghost Protocol,Paramount Pictures,133,PG-13,2011-12-16
5367,Sherlock Holmes: A Game of Shadows,Warner Bros.,129,PG-13,2011-12-16
5368,The Girl with the Dragon Tattoo,Sony Pictures,158,R,2011-12-20
5369,Albert Nobbs,Roadside Attractions,113,R,2011-12-21
5370,The Adventures of Tintin,Paramount Pictures,107,PG,2011-12-21
5371,The Flowers of War,Row 1 Entertainment,146,Not Rated,2011-12-21
5372,In the Land of Blood and Honey,FilmDistrict,127,R,2011-12-23
5373,Miss Minoes,Music Box Films,86,PG,2011-12-23
5374,Pina,Sundance Selects,106,PG,2011-12-23
5375,We Bought a Zoo,20th Century Fox,124,PG,2011-12-23
5376,Extremely Loud and Incredibly Close,Warner Bros.,129,PG-13,2011-12-25
5377,The Darkest Hour,Lionsgate,89,PG-13,2011-12-25
5378,War Horse,Walt Disney,146,PG-13,2011-12-25
5379,Pariah,Universal Pictures,86,R,2011-12-28
5380,A Separation,Sony Pictures,123,PG-13,2011-12-30
5381,Angels Crest,Magnolia Home Entertainment,92,R,2011-12-30
5382,The Iron Lady,The Weinstein Company,105,PG-13,2011-12-30
5383,It's About You,MPI Media Group,86,Not Rated,2012-01-04
5384,Once Upon a Time in Anatolia,Cinema Guild,150,Not Rated,2012-01-04
5385,The Hunter,Olive Films,90,Not Rated,2012-01-04
5386,Beneath the Darkness,Image Entertainment,96,R,2012-01-06
5387,Norwegian Wood,Red Flag Releasing (RFR),133,Not Rated,2012-01-06
5388,Roadie,Magnolia Pictures,95,R,2012-01-06
5389,The Devil Inside,Paramount Pictures,87,R,2012-01-06
5390,Loosies,IFC Films,88,PG-13,2012-01-11
5391,Albatross,CinemaNX,90,Not Rated,2012-01-13
5392,Contraband,Universal Pictures,110,R,2012-01-13
5393,Domain,Strand Releasing,110,Not Rated,2012-01-13
5394,Don't Go in the Woods,Tribeca Film,107,Not Rated,2012-01-13
5395,Joyful Noise,Warner Bros.,118,PG-13,2012-01-13
5396,"Lula, the Son of Brazil",New Yorker Films,130,Not Rated,2012-01-13
5397,Richard Garriott: Man on a Mission,First Run Features,94,Not Rated,2012-01-13
5398,Sing Your Song,HBO Documentary Films,,,2012-01-13
5399,The Divide,Anchor Bay Films,110,Not Rated,2012-01-13
5400,Crazy Horse,Zipporah Films,134,Not Rated,2012-01-18
5401,Carol Channing: Larger Than Life,Entertainment One,87,PG,2012-01-20
5402,Fullmetal Alchemist: The Sacred Star of Milos,Eleven Arts,110,Not Rated,2012-01-20
5403,Haywire,Overture Films,93,PG,2012-01-20
5404,Red Tails,20th Century Fox,120,PG-13,2012-01-20
5405,The Front Line,Well Go,133,,2012-01-20
5406,The Pruitt-Igoe Myth,First Run Features,79,Not Rated,2012-01-20
5407,Ultrasuede: In Search of Halston,Paladin Films,89,Not Rated,2012-01-20
5408,Underworld: Awakening,Sony Pictures,88,R,2012-01-20
5409,Watching TV with the Red Chinese,Roam Films,105,Not Rated,2012-01-20
5410,"How Much Does Your Building Weigh, Mr Foster?",Arthouse Films,78,Not Rated,2012-01-25
5411,"After Fall, Winter",FilmBuff,120,Not Rated,2012-01-27
5412,Declaration of War,Sundance Selects,100,Not Rated,2012-01-27
5413,Man on a Ledge,Lionsgate,102,PG-13,2012-01-27
5414,One for the Money,Lionsgate,106,PG-13,2012-01-27
5415,The Grey,Open Road Films (II),117,R,2012-01-27
5416,Splinters,SnagFilms,95,Not Rated,2012-01-31
5417,Big Miracle,Universal Pictures,107,PG,2012-02-03
5418,Chronicle,20th Century Fox,84,PG-13,2012-02-03
5419,Kill List,IFC Films,95,Not Rated,2012-02-03
5420,Perfect Sense,IFC Films,92,Not Rated,2012-02-03
5421,Return,Focus World,97,Not Rated,2012-02-03
5422,The Innkeepers,Magnet Releasing,100,R,2012-02-03
5423,The Woman in Black,CBS Films,95,PG-13,2012-02-03
5424,Windfall,SnagFilms,81,Not Rated,2012-02-03
5425,Chico & Rita,Magic Light Pictures,94,Not Rated,2012-02-10
5426,In Darkness,Sony Pictures,145,R,2012-02-10
5427,Journey 2: The Mysterious Island,Warner Bros.,94,PG,2012-02-10
5428,Private Romeo,Wolfe Releasing,98,Not Rated,2012-02-10
5429,Rampart,Millennium Entertainment,108,R,2012-02-10
5430,Safe House,Universal Pictures,115,R,2012-02-10
5431,The Turin Horse,Cinema Guild,146,Not Rated,2012-02-10
5432,The Vow,Sony Pictures,104,PG-13,2012-02-10
5433,Undefeated,The Weinstein Company,113,PG-13,2012-02-10
5434,Michael,Strand Releasing,96,Not Rated,2012-02-15
5435,Bullhead,Drafthouse Films,124,R,2012-02-17
5436,Cirkus Columbia,Strand Releasing,113,Not Rated,2012-02-17
5437,Ghost Rider: Spirit of Vengeance,Sony Pictures,95,PG-13,2012-02-17
5438,On the Ice,Silverwood Films,96,R,2012-02-17
5439,Putin's Kiss,Kino Lorber Films,85,Not Rated,2012-02-17
5440,The Secret World of Arrietty,Walt Disney,94,G,2012-02-17
5441,Thin Ice,ATO Pictures,93,R,2012-02-17
5442,This Means War,20th Century Fox,98,R,2012-02-17
5443,Act of Valor,Relativity Media,101,R,2012-02-24
5444,Gone,Lionsgate,94,PG-13,2012-02-24
5445,Good Deeds,Lionsgate,111,PG-13,2012-02-24
5446,Hipsters,Leisure Time Features,125,Not Rated,2012-02-24
5447,The Fairy,Kino Lorber,93,Not Rated,2012-02-24
5448,The Forgiveness of Blood,Sundance Selects,109,Not Rated,2012-02-24
5449,Wanderlust,Universal Pictures,98,R,2012-02-24
5450,Being Flynn,Universal Pictures,102,R,2012-03-02
5451,Black Butterflies,Tribeca Film,100,Not Rated,2012-03-02
5452,Boy,Paladin (II),87,Not Rated,2012-03-02
5453,Dr. Seuss' The Lorax,Universal Pictures,94,PG,2012-03-02
5454,Last Days Here,Sundance Selects,91,Not Rated,2012-03-02
5455,Let the Bullets Fly,Well Go,132,Not Rated,2012-03-02
5456,Project X,Warner Bros.,88,R,2012-03-02
5457,The Salt of Life,Zeitgeist Films,90,Not Rated,2012-03-02
5458,The Snowtown Murders,IFC Midnight,119,Not Rated,2012-03-02
5459,This Is Not a Film,Palisades Tartan,75,Not Rated,2012-03-02
5460,Tim and Eric's Billion Dollar Movie,Magnet Releasing,94,R,2012-03-02
5461,A Thousand Words,DreamWorks Distribution,91,PG-13,2012-03-09
5462,Attenberg,Strand Releasing,95,Not Rated,2012-03-09
5463,Children of Paradise (1945),Tricolore,190,Not Rated,2012-03-09
5464,Footnote,Sony Pictures,103,PG,2012-03-09
5465,Friends with Kids,Roadside Attractions,109,R,2012-03-09
5466,Jiro Dreams of Sushi,Magnolia Pictures,81,PG,2012-03-09
5467,John Carter,Walt Disney,132,PG-13,2012-03-09
5468,Salmon Fishing in the Yemen,CBS Films,111,PG-13,2012-03-09
5469,Shakespeare High,Cinema Guild,81,Not Rated,2012-03-09
5470,Silent House,Open Road Films (II),85,R,2012-03-09
5471,Sound of Noise,Magnolia Pictures,102,R,2012-03-09
5472,The Ballad of Genesis and Lady Jaye,Adopt Films,65,Not Rated,2012-03-09
5473,The Decoy Bride,IFC Films,89,Not Rated,2012-03-09
5474,Gerhard Richter - Painting,Kino Lorber,97,Not Rated,2012-03-14
5475,21 Jump Street,Sony Pictures,109,R,2012-03-16
5476,Casa de mi Padre,Pantelion Films,84,R,2012-03-16
5477,Delicacy,Cohen Media Group,108,Not Rated,2012-03-16
5478,Detachment,Tribeca Film,97,Not Rated,2012-03-16
5479,Free Men,Film Movement,99,Not Rated,2012-03-16
5480,Jeff Who Lives at Home,Paramount Pictures,83,R,2012-03-16
5481,Natural Selection,Cinema Guild,90,R,2012-03-16
5482,Reuniting the Rubins,Monterey Media,97,PG,2012-03-16
5483,Seeking Justice,Anchor Bay Films,105,R,2012-03-16
5484,The FP,Drafthouse Films,82,R,2012-03-16
5485,The Kid with a Bike,Sundance Selects,87,Not Rated,2012-03-16
5486,4:44 Last Day on Earth,IFC Films,85,Not Rated,2012-03-23
5487,All In: The Poker Movie,"""DIA"" Productions GmbH & Co. KG",100,Not Rated,2012-03-23
5488,Brake,IFC Films,92,Not Rated,2012-03-23
5489,Losing Control,House Lights Media Partners,,Not Rated,2012-03-23
5490,Musical Chairs,Paladin (II),102,PG-13,2012-03-23
5491,October Baby,Provident Films,107,PG-13,2012-03-23
5492,The Deep Blue Sea,Music Box Films,98,R,2012-03-23
5493,The Hunger Games,Lionsgate,142,PG-13,2012-03-23
5494,The Raid: Redemption,Sony Pictures,101,Not Rated,2012-03-23
5495,The Trouble with Bliss,Variance Films,97,Not Rated,2012-03-23
5496,The Island President,Samuel Goldwyn Films,101,PG,2012-03-28
5497,Bully,The Weinstein Company,98,Not Rated,2012-03-30
5498,Four Lovers,Oscilloscope Pictures,103,Not Rated,2012-03-30
5499,Goon,Magnet Releasing,92,R,2012-03-30
5500,Intruders,Millennium Entertainment,100,R,2012-03-30
5501,Love in the Buff,China Lion Film Distribution,112,Not Rated,2012-03-30
5502,Mirror Mirror,Relativity Media,106,PG,2012-03-30
5503,"Turn Me On, Dammit!",New Yorker Films,76,Not Rated,2012-03-30
5504,Womb,Olive Films,111,Not Rated,2012-03-30
5505,Wrath of the Titans,Warner Bros.,99,PG-13,2012-03-30
5506,ATM,IFC Midnight,90,R,2012-04-06
5507,American Reunion,Universal Pictures,113,R,2012-04-06
5508,Comic-Con Episode IV: A Fan's Hope,Wrekin Hill Entertainment,88,PG-13,2012-04-06
5509,Damsels in Distress,Sony Pictures,99,PG-13,2012-04-06
5510,Keyhole,Monterey Media,94,R,2012-04-06
5511,The Assault,Screen Media Films,91,R,2012-04-06
5512,The Hunter,Magnolia Pictures,100,R,2012-04-06
5513,We Have a Pope,Sundance Selects,102,Not Rated,2012-04-06
5514,We the Party,ARC Entertainment (II),,R,2012-04-06
5515,Post Mortem,Kino Lorber Films,98,Not Rated,2012-04-11
5516,A Simple Life,China Lion Film Distribution,118,Not Rated,2012-04-12
5517,Blue Like Jazz,Roadside Attractions,,PG-13,2012-04-13
5518,Detention,Samuel Goldwyn Films,93,R,2012-04-13
5519,Here,Strand Releasing,126,Not Rated,2012-04-13
5520,Hit So Hard,Well Go,103,Not Rated,2012-04-13
5521,Late Bloomers,Olive Films,95,Not Rated,2012-04-13
5522,Life Happens,PMK*BNC,100,R,2012-04-13
5523,Lockout,FilmDistrict,95,PG-13,2012-04-13
5524,Monsieur Lazhar,Music Box Films,94,PG-13,2012-04-13
5525,The Cabin in the Woods,Lionsgate,95,R,2012-04-13
5526,The Lady,Cohen Media Group,132,R,2012-04-13
5527,The Three Stooges,20th Century Fox,92,PG,2012-04-13
5528,Inside Hana's Suitcase,Menemsha Films,88,Not Rated,2012-04-18
5529,Chimpanzee,Walt Disney,78,G,2012-04-20
5530,Darling Companion,Sony Pictures,103,PG,2012-04-20
5531,Fightville,MPI Media Group,85,Not Rated,2012-04-20
5532,Goodbye First Love,IFC Films,110,Not Rated,2012-04-20
5533,Jesus Henry Christ,E1 Entertainment,92,PG-13,2012-04-20
5534,Marley,Magnolia Pictures,144,PG-13,2012-04-20
5535,My Way,Well Go,137,R,2012-04-20
5536,Surviving Progress,First Run Features,86,Not Rated,2012-04-20
5537,The Day He Arrives,Cinema Guild,79,Not Rated,2012-04-20
5538,The Lucky One,Warner Bros.,101,PG-13,2012-04-20
5539,The Moth Diaries,IFC Films,82,R,2012-04-20
5540,Think Like a Man,Sony Pictures,122,PG-13,2012-04-20
5541,To the Arctic,Warner Bros.,40,Not Rated,2012-04-20
5542,Whores' Glory,Kino Lorber,110,Not Rated,2012-04-20
5543,In the Family,In the Family Productions,169,Not Rated,2012-04-22
5544,Payback,Zeitgeist Films,82,Not Rated,2012-04-25
5545,96 Minutes,ARC Entertainment (II),93,R,2012-04-27
5546,Bernie,Millennium Entertainment,104,PG-13,2012-04-27
5547,Booker's Place: A Mississippi Story,Tribeca Film,90,Not Rated,2012-04-27
5548,Citizen Gangster,IFC Films,105,Not Rated,2012-04-27
5549,Elles,Kino Lorber,99,NC-17,2012-04-27
5550,Headhunters,Magnolia Pictures,100,R,2012-04-27
5551,Restless City,African-American Film Festival Releasing Movement,80,R,2012-04-27
5552,Safe,Lionsgate,94,R,2012-04-27
5553,Sound of My Voice,20th Century Fox,85,Not Rated,2012-04-27
5554,The Five-Year Engagement,Universal Pictures,124,R,2012-04-27
5555,The Giant Mechanical Man,Tribeca Film,94,PG-13,2012-04-27
5556,The Pirates! Band of Misfits,Sony Pictures,88,PG,2012-04-27
5557,The Raven,Rogue Pictures,110,R,2012-04-27
5558,Warriors of the Rainbow: Seediq Bale,Well Go,154,Not Rated,2012-04-27
5559,A Little Bit of Heaven,Millennium Entertainment,106,PG-13,2012-05-04
5560,First Position,Sundance Selects,90,Not Rated,2012-05-04
5561,Last Call at the Oasis,ATO Pictures,105,PG-13,2012-05-04
5562,Mother's Day,Anchor Bay Films,112,R,2012-05-04
5563,The Avengers,Walt Disney,143,PG-13,2012-05-04
5564,The Best Exotic Marigold Hotel,20th Century Fox,124,PG-13,2012-05-04
5565,The Perfect Family,Variance Films,84,PG-13,2012-05-04
5566,A Bag of Hammers,MPI Media Group,85,Not Rated,2012-05-11
5567,BonsÃ¡i,Strand Releasing,95,Not Rated,2012-05-11
5568,Dark Shadows,Warner Bros.,113,PG-13,2012-05-11
5569,Girl in Progress,Lionsgate,93,PG-13,2012-05-11
5570,God Bless America,Magnet Releasing,105,R,2012-05-11
5571,Hick,Phase 4 Films,95,R,2012-05-11
5572,I Wish,Magnolia Pictures,128,Not Rated,2012-05-11
5573,Nobody Else But You (Poupoupidou),First Run Features,102,Not Rated,2012-05-11
5574,Patience (After Sebald),Cinema Guild,90,Not Rated,2012-05-11
5575,Portrait of Wally,7th Art Releasing,90,Not Rated,2012-05-11
5576,Sleepless Night,Tribeca Film,98,Not Rated,2012-05-11
5577,"Small, Beautifully Moving Parts",Long Shot Factory,73,Not Rated,2012-05-11
5578,The Road,Freestyle Releasing,110,R,2012-05-11
5579,Tonight You're Mine,Roadside Attractions,80,R,2012-05-11
5580,Under African Skies,A&E IndieFilms,108,Not Rated,2012-05-11
5581,Where Do We Go Now?,Sony Pictures,110,PG-13,2012-05-11
5582,The Dictator,Paramount Pictures,83,R,2012-05-16
5583,American Animal,Screen Media Films,95,Not Rated,2012-05-18
5584,Battleship,Universal Pictures,131,PG-13,2012-05-18
5585,Beyond the Black Rainbow,Magnet Releasing,110,R,2012-05-18
5586,Bill W.,Page 124 Productions,104,Not Rated,2012-05-18
5587,Elena,Zeitgeist Films,109,Not Rated,2012-05-18
5588,Follow Me: The Yoni Netanyahu Story,International Film Circuit,,Not Rated,2012-05-18
5589,Hysteria,Sony Pictures,100,R,2012-05-18
5590,Indie Game: The Movie,BlinkWorks Media,94,Not Rated,2012-05-18
5591,Lovely Molly,Image Entertainment,99,R,2012-05-18
5592,Mansome,Paladin (II),82,PG-13,2012-05-18
5593,Polisse,Sundance Selects,127,Not Rated,2012-05-18
5594,Quill: The Life of a Guide Dog,Music Box Films,100,Not Rated,2012-05-18
5595,The Color Wheel,,83,,2012-05-18
5596,The Samaritan,IFC Films,90,Not Rated,2012-05-18
5597,Virginia,Entertainment One,116,R,2012-05-18
5598,What to Expect When You're Expecting,Lionsgate,110,PG-13,2012-05-18
5599,5 Broken Cameras,Kino Lorber Films,90,Not Rated,2012-05-25
5600,Chernobyl Diaries,Warner Bros.,90,R,2012-05-25
5601,Men in Black III,Sony Pictures,106,PG-13,2012-05-25
5602,Mighty Fine,Adopt Films,,R,2012-05-25
5603,Moonrise Kingdom,Universal Pictures,94,PG-13,2012-05-25
5604,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",Fisher Klingenstein Films,100,Not Rated,2012-05-25
5605,"Oslo, August 31st",Strand Releasing,95,Not Rated,2012-05-25
5606,The Intouchables,The Weinstein Company,112,R,2012-05-25
5607,6 Month Rule,Abramorama,,R,2012-06-01
5608,A Cat in Paris,GKIDS,70,PG,2012-06-01
5609,Battlefield America,Brian & Barrett Pictures,106,PG-13,2012-06-01
5610,Crooked Arrows,Freestyle Releasing,105,PG-13,2012-06-01
5611,For Greater Glory,ARC Entertainment (II),145,R,2012-06-01
5612,Hide Away,MMC Joule Films,88,PG-13,2012-06-01
5613,High School,Anchor Bay Films,99,R,2012-06-01
5614,"Pink Ribbons, Inc.",First Run Features,97,Not Rated,2012-06-01
5615,Piranha 3DD,Dimension Films,83,R,2012-06-01
5616,Snow White and the Huntsman,Universal Pictures,127,PG-13,2012-06-01
5617,U.N. Me,Samuel Goldwyn Films,90,PG-13,2012-06-01
5618,Wish Me Away,First Run Features,120,Not Rated,2012-06-01
5619,Bel Ami,Magnolia Pictures,102,R,2012-06-08
5620,Corpo Celeste,Film Movement,100,Not Rated,2012-06-08
5621,Dark Horse,Vitagraph Films,86,Not Rated,2012-06-08
5622,Lola Versus,20th Century Fox,87,R,2012-06-08
5623,Madagascar 3: Europe's Most Wanted,Paramount Pictures,93,PG,2012-06-08
5624,Paul Williams Still Alive,Abramorama,87,PG-13,2012-06-08
5625,"Peace, Love, & Misunderstanding",IFC Films,96,R,2012-06-08
